text,label,style
couldn't wait 6 months for a public MRI so i paid for a private one,MRI (Magnetic Resonance Imaging),natural_diverse
full leg compression | medium firm | thigh length,"Compression Stockings, thigh/full (15-19 mmhg)",progressive
the underarm sticks,"Crutches, pair",vague_turn1
seeing a chiro for my lower back pain since the car accident,Chiropractic,natural_diverse
"my elderly dad wears full thigh compression, the firm kind, where do i submit","Compression Stockings, thigh/full (20-29 mmhg)",natural_diverse
What category for a breast pump I purchased for nursing?,Breast Pump (purchase),question
"foot doctor visit, the one who does the nails and calluses and corns",Chiropody (Foot Care) Treatment,natural_diverse
purchased a ResMed AirSense 11 AutoSet CPAP from VitalAire,"CPAP, APAP, BIPAP Machine",brand_specific
podiatrist made custom insoles from a cast of my feet,Custom made foot orthotics,natural_diverse
firm compression stockings knee compression,"Compression Stockings, knee length (20-29 mmhg)",natural_diverse
"toilet seat elevator after my knee replacement, hard to sit low",Raised Toilet seat (purchase),natural_diverse
Filing a claim for a programmable subcutaneous insulin infusion pump system with basal-bolus delivery capability,Insulin infusion pump,detailed_clinical
orthodontic records x-rays,Other Orthodontic/Dental Services (i.e. orthodontic records),terse
"my eye doctor ordered some special test beyond the regular exam, something about checking the back of my eye",Diagnostic Vision Test,confused_student
seeing a therapist | RP designation | not a psychologist,Psychotherapist,progressive
quad cane four point purchase,Quad Cane (purchase),natural_diverse
got 2XU compression calf sleeves from Running Room,"Compression Calf Sleeves/Tights (footless), any length",brand_specific
orthopedic shoes custom made by the shoe specialist for my foot deformity,Orthopaedic or custom made shoes,natural_diverse
hearing aids from the audiologist,Hearing Aids,partial_turn2
"have a colostomy bag, claiming the pouches and supplies",Ostomy,natural_diverse
I had blood work done but it's not allergy testing or any of the specific tests listed,Other laboratory and diagnostic tests,confused_student
Claiming individualized medical nutrition therapy consultation with a Registered Dietitian for type 2 diabetes management,Dietitian Services,detailed_clinical
How do I claim hospital charges within my province that aren't covered by the provincial plan?,Hospital (within your province),question
"heel lift | they altered my shoe | not insoles, the actual shoe",Other foot care services (i.e. orthopedic shoe modification),progressive
"this is a REGULAR brace not custom made, bought it at the pharmacy",Brace (Non-custom),natural_diverse
licensed to use medical cannabis for my chronic pain,Medical Cannabis,natural_diverse
Where do I file for prescription contact lenses?,Prescription Contacts,question
annual eye check,Eye Exam,partial_turn2
I selected 'knee length 30 and over' but the receipt actually says 25 mmhg,"Compression Stockings, knee length (20-29 mmhg)",wrong_guess
my father's ophthalmologist ordered diagnostic vision tests for his macular degeneration monitoring,Diagnostic Vision Test,parent_or_dependent
speech therapy SLP session,Speech Therapy,terse
"got custom orthotics made from a mold of my feet, expensive but doctor said i need them",Custom made foot orthotics,natural_diverse
private radiology clinic,X-Ray,partial_turn2
reusable insulin pen device,Insulin Pen Injector,natural_diverse
xray imaging,X-Ray,vague_turn1
shoe inserts arch support orthotics,Standard foot orthotics or shoe inserts,natural_diverse
home care worker for daily tasks,In Home Support Services,partial_turn2
electric heating pad for my back,Heat Therapy - Re-usable items (purchase),partial_turn2
had a polysomnography study done at the Ottawa Sleep Centre,Sleep Study,brand_specific
submitted my Tao Healing Arts acupuncture receipt from the Centretown clinic,Acupuncture,brand_specific
IV stand for home use,IV Stand (purchase),partial_turn2
I installed those metal bars in my bathroom so I can grab onto something in the shower,Grab Bar/Bath Bar - permanent fixtures (purchase),confused_student
"counsellor | registered clinical counsellor, RCC",Clinical Counsellor,progressive
taking my mother for her annual mammogram screening and need to claim it,Mammogram,parent_or_dependent
the forearm crutches with the arm cuff not the armpit kind,Forearm Crutch (purchase),natural_diverse
"went to the dentist, got xrays and a cleaning and one small filling",Dental Services,natural_diverse
"HOMEOPATHIC not naturopathic, different type of alternative medicine",Homeopathic Treatment,natural_diverse
"my therapist is a registered psychotherapist, RP designation",Psychotherapist,natural_diverse
kinesiologist reflexologist visit,Other health specialists,terse
athletic therapy session,Athletic Therapy,terse
Claiming supplementary charges at a licensed long-term care facility for 24-hour skilled nursing supervision,Nursing Home and Long Term Care,detailed_clinical
What do I select for thigh-high compression stockings rated 20-29 mmHg?,"Compression Stockings, thigh/full (20-29 mmhg)",question
"LONG TERM CARE not just respite, she lives there permanently",Nursing Home and Long Term Care,natural_diverse
physio suggested i buy a TENS machine for home use,"Stimulator, muscle/nerve (TENS)",natural_diverse
the lenses for my eyes,Prescription Contacts,vague_turn1
"new glasses after my eye exam, prescription lenses and frames",Prescription Glasses,natural_diverse
my father's vascular doctor prescribed 30+ mmhg knee compression stockings and I'm helping him file,"Compression Stockings, knee length (30 mmhg & over)",parent_or_dependent
"my doctor ordered a blood test to check for a cancer marker, CA-125 I think it's called",CA-125 (Cancer Antigen) Test,confused_student
"I went to a foot doctor who has a DPM degree, is that different from a chiropodist?",Podiatry Treatment,confused_student
Submitting a claim for a Bluetooth-enabled wireless transmitter unit for continuous glucose monitoring system data relay,Glucose Monitoring System Transmitter,detailed_clinical
had a diagnostic test done that doesn't fit the standard categories,Other laboratory and diagnostic tests,natural_diverse
"digital mammography for breast cancer screening, annual",Mammogram,natural_diverse
Which category for treatment with an osteopathic manual practitioner?,Osteopath,question
plastic seat for sitting in the shower,Bath Bench/Chair (purchase),partial_turn2
TB skin test Mantoux,TB Test/Mantoux,terse
bedside toilet chair,Stationary Commode (purchase),partial_turn2
"PSYCHOLOGIST not counsellor, she has her doctorate and is registered",Psychologist,natural_diverse
sessions with a mental health nurse at the Royal Ottawa through their outpatient program,Other mental health services,brand_specific
masters-level social worker social worker for trauma counseling after accident,Social Worker (Masters level),natural_diverse
"my daughter started a co-op in a lab and needs prescription safety glasses, claiming the cost",Safety Glasses,parent_or_dependent
the device I use at night,"CPAP, APAP, BIPAP Machine",vague_turn1
the device with the sticky pads,"Stimulator, muscle/nerve (TENS)",partial_turn2
new prescription glasses,Prescription Glasses,terse
"my doctor say check blood pressure at home every day, so I buy machine",Blood pressure monitor,esl_speaker
"I need to get my hearing aid fixed, it's not a new purchase just a repair",Other hearing services,confused_student
therapist,Psychotherapist,vague_turn1
"submitting for allergy blood test, they checked multiple allergens",Blood test for Allergies (IG test not eligible),natural_diverse
insoles,Standard foot orthotics or shoe inserts,vague_turn1
"automatic insulin injector, the spring loaded kind that does it for me",Insulin Gun (automatic),natural_diverse
insulin injector,Insulin Gun (manual),vague_turn1
sleep test,Sleep Study,vague_turn1
"breast pump bought from medical supply, needed after NICU stay",Breast Pump (purchase),natural_diverse
blood collection charge on my receipt,Blood Withdrawal Fee,partial_turn2
vitamin D test,Vitamin D Test,vague_turn1
ambulance bill ER trip,Ambulance,terse
scratch test | on my forearm | checked 40 allergens,Scratch Test for Allergies,progressive
"MANUAL injector not automatic, i push the plunger myself",Insulin Gun (manual),natural_diverse
skin injection allergy testing done at the immunology clinic,Scratch Test for Allergies,natural_diverse
claiming a custom right knee brace for my daughter's ligament injury from skiing,"Brace, right knee (Custom)",parent_or_dependent
in home support services homecare,In Home Support Services,natural_diverse
"my mom uses a manual insulin gun because she doesn't like the spring-loaded ones, need to claim it",Insulin Gun (manual),parent_or_dependent
purchased Medi Comfort knee-high 20-30 mmHg from Shoppers Home Health,"Compression Stockings, knee length (20-29 mmhg)",brand_specific
hearing aid repair service,Other hearing services,terse
booked psychologist sessions through Psychology Today directory at CBT Associates,Psychologist,brand_specific
"my doctor ordered an ultrasound to check a lump I found, I went to a private imaging clinic",Ultrasound,storyteller
submitting for a stationary commode after my surgery,Stationary Commode (purchase),natural_diverse
Where do I claim a blood glucose meter device purchase?,Blood glucose meter,question
My chiropractor says my L4 is slightly rotated so I've been getting weekly adjustments to fix my alignment,Chiropractic,storyteller
"911 ambulance to hospital, can i get the fee reimbursed",Ambulance,natural_diverse
had foot analysis and custom orthotics made for heel pain,Custom made foot orthotics,natural_diverse
CPAP machine for sleep apnea,"CPAP, APAP, BIPAP Machine",natural_diverse
lancets for finger prick blood sugar testing,Lancet,natural_diverse
professional hearing assessment,Audiologist Services,partial_turn2
